ID,crime id,month,reported by,falls within,longitude,latitude,location,lsoa code,lsoa name,crime type,last outcome category,type,date,part of a policing operation,policing operation,gender,age range,self-defined ethnicity,officer-defined ethnicity,legislation,object of search,outcome,outcome linked to object of search,removal of more than just outer clothing,all ages,13,14,15,16,17,18,19,20,25,30,35,40,45,50,60,70,80,90+
414,,2018-06,Greater Manchester Police,Greater Manchester Police,-2.262498,53.507792,On or near Cliff Crescent,E01005615,Salford 016F,Anti-social behaviour,,Vehicle search,2017-07-26T12:31:00+00:00,True,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2382,31,33,23,23,20,19,27,32,41,52,46,24,18,27,14,12,11,29
415,,2018-07,Greater Manchester Police,Greater Manchester Police,-2.262498,53.507792,On or near Cliff Crescent,E01005615,Salford 016F,Anti-social behaviour,,Vehicle search,2017-07-26T12:31:00+00:00,True,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,2382,31,33,23,23,20,19,27,32,41,52,46,24,18,27,14,12,11,29
416,,2017-11,Greater Manchester Police,Greater Manchester Police,-2.428819,53.428275,On or near Brinell Drive,E01005618,Salford 030C,Anti-social behaviour,,Person search,2018-06-23T21:20:00+00:00,False,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,1970,17,20,20,21,16,23,20,22,26,37,41,29,23,33,18,18,7,16
417,,2017-10,Greater Manchester Police,Greater Manchester Police,-2.439847,53.423534,On or near Parking Area,E01005619,Salford 030D,Anti-social behaviour,,Person and Vehicle search,2017-02-21T21:15:00+00:00,False,,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,1237,13,17,15,14,12,20,24,20,12,24,16,9,13,13,19,16,1,12
418,,2017-12,Greater Manchester Police,Greater Manchester Police,-2.439847,53.423534,On or near Parking Area,E01005619,Salford 030D,Anti-social behaviour,,Person and Vehicle search,2017-02-21T21:15:00+00:00,False,,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,1237,13,17,15,14,12,20,24,20,12,24,16,9,13,13,19,16,1,12
419,,2018-02,Greater Manchester Police,Greater Manchester Police,-2.439847,53.423534,On or near Parking Area,E01005619,Salford 030D,Anti-social behaviour,,Person and Vehicle search,2017-02-21T21:15:00+00:00,False,,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,1237,13,17,15,14,12,20,24,20,12,24,16,9,13,13,19,16,1,12
420,,2018-06,Greater Manchester Police,Greater Manchester Police,-2.439847,53.423534,On or near Parking Area,E01005619,Salford 030D,Anti-social behaviour,,Person and Vehicle search,2017-02-21T21:15:00+00:00,False,,Male,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False,1237,13,17,15,14,12,20,24,20,12,24,16,9,13,13,19,16,1,12
421,,2017-03,Greater Manchester Police,Greater Manchester Police,-2.413145,53.443036,On or near Towngate Way,E01005620,Salford 030E,Anti-social behaviour,,Person and Vehicle search,2018-11-11T19:46:00+00:00,False,,,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,2549,28,31,35,23,27,22,33,24,37,27,47,44,35,47,33,24,10,14
422,,2017-05,Greater Manchester Police,Greater Manchester Police,-2.413145,53.443036,On or near Towngate Way,E01005620,Salford 030E,Anti-social behaviour,,Person and Vehicle search,2018-11-11T19:46:00+00:00,False,,,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,2549,28,31,35,23,27,22,33,24,37,27,47,44,35,47,33,24,10,14
423,,2018-02,Greater Manchester Police,Greater Manchester Police,-2.413145,53.443036,On or near Towngate Way,E01005620,Salford 030E,Anti-social behaviour,,Person and Vehicle search,2018-11-11T19:46:00+00:00,False,,,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,2549,28,31,35,23,27,22,33,24,37,27,47,44,35,47,33,24,10,14
424,,2018-03,Greater Manchester Police,Greater Manchester Police,-2.413145,53.443036,On or near Towngate Way,E01005620,Salford 030E,Anti-social behaviour,,Person and Vehicle search,2018-11-11T19:46:00+00:00,False,,,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False,2549,28,31,35,23,27,22,33,24,37,27,47,44,35,47,33,24,10,14
425,,2017-03,Greater Manchester Police,Greater Manchester Police,-2.432055,53.438609,On or near Astley Court,E01005621,Salford 030F,Anti-social behaviour,,Person search,2017-05-06T17:10:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1674,22,16,19,12,25,16,21,15,29,21,21,14,13,28,18,20,4,11
426,,2017-04,Greater Manchester Police,Greater Manchester Police,-2.432055,53.438609,On or near Astley Court,E01005621,Salford 030F,Anti-social behaviour,,Person search,2017-05-06T17:10:00+00:00,False,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,False,1674,22,16,19,12,25,16,21,15,29,21,21,14,13,28,18,20,4,11
427,,2017-04,Greater Manchester Police,Greater Manchester Police,-2.307125,53.498913,On or near Elleray Road,E01005622,Salford 018A,Anti-social behaviour,,Person search,2018-05-01T13:10:00+00:00,False,,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False,1497,15,9,17,14,16,19,18,17,26,34,24,23,23,16,16,7,8,19
428,,2017-10,Greater Manchester Police,Greater Manchester Police,-2.309271,53.495591,On or near Woodfield Road,E01005623,Salford 018B,Anti-social behaviour,,Person search,2018-05-30T20:45:00+00:00,False,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,True,False,1296,17,13,14,17,13,10,12,20,15,21,19,12,7,19,16,13,6,8
429,,2017-01,Greater Manchester Police,Greater Manchester Police,-2.298969,53.50101,On or near Central Avenue,E01005624,Salford 017A,Anti-social behaviour,,Person and Vehicle search,2018-05-15T20:21:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,1732,22,26,29,33,29,25,24,17,19,23,35,19,22,28,15,16,8,15
430,,2017-06,Greater Manchester Police,Greater Manchester Police,-2.298969,53.50101,On or near Central Avenue,E01005624,Salford 017A,Anti-social behaviour,,Person and Vehicle search,2018-05-15T20:21:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,1732,22,26,29,33,29,25,24,17,19,23,35,19,22,28,15,16,8,15
431,,2017-08,Greater Manchester Police,Greater Manchester Police,-2.298969,53.50101,On or near Central Avenue,E01005624,Salford 017A,Anti-social behaviour,,Person and Vehicle search,2018-05-15T20:21:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,1732,22,26,29,33,29,25,24,17,19,23,35,19,22,28,15,16,8,15
432,,2018-03,Greater Manchester Police,Greater Manchester Police,-2.298969,53.50101,On or near Central Avenue,E01005624,Salford 017A,Anti-social behaviour,,Person and Vehicle search,2018-05-15T20:21:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,1732,22,26,29,33,29,25,24,17,19,23,35,19,22,28,15,16,8,15
433,,2018-06,Greater Manchester Police,Greater Manchester Police,-2.298969,53.50101,On or near Central Avenue,E01005624,Salford 017A,Anti-social behaviour,,Person and Vehicle search,2018-05-15T20:21:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,1732,22,26,29,33,29,25,24,17,19,23,35,19,22,28,15,16,8,15
434,,2018-07,Greater Manchester Police,Greater Manchester Police,-2.298969,53.50101,On or near Central Avenue,E01005624,Salford 017A,Anti-social behaviour,,Person and Vehicle search,2018-05-15T20:21:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,1732,22,26,29,33,29,25,24,17,19,23,35,19,22,28,15,16,8,15
435,,2018-08,Greater Manchester Police,Greater Manchester Police,-2.298969,53.50101,On or near Central Avenue,E01005624,Salford 017A,Anti-social behaviour,,Person and Vehicle search,2018-05-15T20:21:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,1732,22,26,29,33,29,25,24,17,19,23,35,19,22,28,15,16,8,15
436,,2018-11,Greater Manchester Police,Greater Manchester Police,-2.298969,53.50101,On or near Central Avenue,E01005624,Salford 017A,Anti-social behaviour,,Person and Vehicle search,2018-05-15T20:21:00+00:00,False,,,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,True,False,1732,22,26,29,33,29,25,24,17,19,23,35,19,22,28,15,16,8,15
437,,2017-09,Greater Manchester Police,Greater Manchester Police,-2.301058,53.500169,On or near Stanhope Road,E01005624,Salford 017A,Anti-social behaviour,,Person search,2017-03-19T14:55:00+00:00,False,,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,False,False,1732,22,26,29,33,29,25,24,17,19,23,35,19,22,28,15,16,8,15
438,,2017-10,Greater Manchester Police,Greater Manchester Police,-2.301058,53.500169,On or near Stanhope Road,E01005624,Salford 017A,Anti-social behaviour,,Person search,2017-03-19T14:55:00+00:00,False,,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,False,False,1732,22,26,29,33,29,25,24,17,19,23,35,19,22,28,15,16,8,15
439,,2017-12,Greater Manchester Police,Greater Manchester Police,-2.301058,53.500169,On or near Stanhope Road,E01005624,Salford 017A,Anti-social behaviour,,Person search,2017-03-19T14:55:00+00:00,False,,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,False,False,1732,22,26,29,33,29,25,24,17,19,23,35,19,22,28,15,16,8,15
440,,2018-10,Greater Manchester Police,Greater Manchester Police,-2.301058,53.500169,On or near Stanhope Road,E01005624,Salford 017A,Anti-social behaviour,,Person search,2017-03-19T14:55:00+00:00,False,,Male,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,False,False,1732,22,26,29,33,29,25,24,17,19,23,35,19,22,28,15,16,8,15
441,,2017-07,Greater Manchester Police,Greater Manchester Police,-2.304026,53.50195,On or near Duchy Bank,E01005624,Salford 017A,Anti-social behaviour,,Person search,2018-10-16T23:35:00+00:00,False,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,False,1732,22,26,29,33,29,25,24,17,19,23,35,19,22,28,15,16,8,15
442,,2017-05,Greater Manchester Police,Greater Manchester Police,-2.311487,53.501742,On or near B5228,E01005626,Salford 018C,Anti-social behaviour,,Person search,2017-08-24T09:35:00+00:00,True,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,True,False,1246,10,9,13,11,17,10,14,6,9,15,15,17,17,12,16,17,10,10
443,,2017-10,Greater Manchester Police,Greater Manchester Police,-2.311487,53.501742,On or near B5228,E01005626,Salford 018C,Anti-social behaviour,,Person search,2017-08-24T09:35:00+00:00,True,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,True,False,1246,10,9,13,11,17,10,14,6,9,15,15,17,17,12,16,17,10,10
444,,2018-03,Greater Manchester Police,Greater Manchester Police,-2.318315,53.499576,On or near Weylands Grove,E01005626,Salford 018C,Anti-social behaviour,,Person search,2018-09-12T10:10:00+00:00,False,,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,False,1246,10,9,13,11,17,10,14,6,9,15,15,17,17,12,16,17,10,10
445,,2017-04,Greater Manchester Police,Greater Manchester Police,-2.297284,53.49288,On or near Ashcroft Avenue,E01005628,Salford 018D,Anti-social behaviour,,Person search,2017-07-12T22:26:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,1564,9,7,10,21,13,16,19,41,21,19,22,12,19,9,22,17,9,20
446,,2017-05,Greater Manchester Police,Greater Manchester Police,-2.297284,53.49288,On or near Ashcroft Avenue,E01005628,Salford 018D,Anti-social behaviour,,Person search,2017-07-12T22:26:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,1564,9,7,10,21,13,16,19,41,21,19,22,12,19,9,22,17,9,20
447,,2018-11,Greater Manchester Police,Greater Manchester Police,-2.297284,53.49288,On or near Ashcroft Avenue,E01005628,Salford 018D,Anti-social behaviour,,Person search,2017-07-12T22:26:00+00:00,False,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Nothing found - no further action,,False,1564,9,7,10,21,13,16,19,41,21,19,22,12,19,9,22,17,9,20
448,,2017-01,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
449,,2017-02,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
450,,2017-03,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
451,,2017-04,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
452,,2017-05,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
453,,2017-06,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
454,,2017-07,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
455,,2017-08,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
456,,2017-09,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
457,,2017-10,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
458,,2017-11,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
459,,2017-12,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
460,,2018-01,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
461,,2018-02,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
462,,2018-03,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
463,,2018-04,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
464,,2018-05,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
465,,2018-06,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
466,,2018-07,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
467,,2018-08,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
468,,2018-09,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
469,,2018-10,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
470,,2018-11,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
471,,2018-12,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-06-17T21:45:00+00:00,False,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
472,,2017-01,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-08-15T23:15:00+00:00,False,,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
473,,2017-02,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-08-15T23:15:00+00:00,False,,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
474,,2017-03,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-08-15T23:15:00+00:00,False,,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
475,,2017-04,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-08-15T23:15:00+00:00,False,,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
476,,2017-05,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-08-15T23:15:00+00:00,False,,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
477,,2017-06,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-08-15T23:15:00+00:00,False,,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
478,,2017-07,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-08-15T23:15:00+00:00,False,,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
479,,2017-08,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-08-15T23:15:00+00:00,False,,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
480,,2017-09,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-08-15T23:15:00+00:00,False,,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
481,,2017-10,Greater Manchester Police,Greater Manchester Police,-2.320032,53.489343,On or near A5185,E01005630,Salford 021B,Anti-social behaviour,,Person search,2017-08-15T23:15:00+00:00,False,,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False,1512,20,10,12,19,7,17,14,16,19,34,25,20,12,17,14,11,11,21
